year,month,day,address,category,description
2022,6,4,UTS - 371 Bloor Street West,FIRE ALARM,A report of a fire alarm. Caused by a sprinkler issue.
2022,6,4,35 Charles Street West,PERSON WELL-BEING CHECK,A request for a wellbeing check. Individual able to care for themselves.
2022,6,4,60 Sussex Avenue,NOISE COMPLAINT,A report of a noise complaint. All in order.
2022,6,3,Galbraith - 35 St. George Street,TRESPASS TO PROPERTY ACT,A report of skateboarders. Left when directed.
2022,6,3,Wallberg - 184 College Street,SUSPICIOUS PERSON,A report of a suspicious person. Left when directed.
2022,6,3,Main Campus - 1 King's College Circle,IMPAIRED/OVER 80,A report of an intoxicated driver. Arrested and charged by officers.
2022,6,2,Galbraith - 35 St. George Street,TRESPASS TO PROPERTY ACT,A report of skateboarders. Left when directed.
2022,6,2,Mining building - 170 College Street,SUSPICIOUS PERSON,A report of a suspicious person. Left when directed.
2022,6,2,Koffler Student Centre - 214 College Street,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,6,2,Warren Stevens - 55 Harbord Street,THEFT UNDER $5000.00,A report of a theft of bicycle.
2022,6,2,Main Campus - 1 King's College Circle,SUSPICIOUS PERSON,A report of a suspicious person trying to enter a construction site. Gone prior to officer arrival.
2022,6,2,Pharmacy - 144 College Street,MEDICAL,A report of a medical. No further action required.
2022,6,2,Daniel's Architecture - 1 Spadina Crescent,TRESPASS TO PROPERTY ACT,A report of skateboarders. Left when directed.
2022,6,2,BCIT - 40 St. George Street,BYLAW,A report of someone smoking in the building. Gone prior to officer arrival.
2022,6,1,BCIT - 40 St. George Street,ANIMAL COMPLAINT,A report of a dog off leash. Gone prior to officer arrival.
2022,6,1,256 McCaul Street,UNWANTED PERSON,A report of an unwanted person. Individual gone prior to officer arrival.
2022,6,1,Myhal - 55 St.George Street,TRESPASS TO PROPERTY ACT,A report of skateboarders. Left when directed.
2022,6,1,711 Spadina Avenue,NOISE COMPLAINT,A report of a noise complaint. Gone prior to officer arrival.
2022,6,1,Sorbara Hall - 81 St. Mary Street,THEFT UNDER $5000.00,A report of a theft of bike seat.
2022,6,1,Morrison Hall - 75 St. George Street,THEFT UNDER $5000.00,A report of a theft of bicycle.
2022,6,1,BCIT - 40 St. George Street,PERSON WELL-BEING CHECK,A request for a wellbeing check. Individual able to care for themselves.
2022,5,31,Fields Institute - 222 College Street,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,5,31,30 Charles Street West,SUSPICIOUS PERSON,A report of three suspicious persons. Left when directed.
2022,5,31,Woodsworth College - 119 St. George Street,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,5,31,Warren Stevens - 55 Harbord Street,THEFT UNDER $5000.00,A report of theft from a locker.
2022,5,31,OISE - 252 Bloor Street West,MISCHIEF ,A report of mischief to property.
2022,5,31,Wallberg - 184 College Street,THEFT UNDER $5000.00,A report of a theft of bicycle. 
2022,5,31,Woodsworth College Residence - 321 Bloor Street West,TRESPASS TO PROPERTY ACT,A report of skateboarders. Left prior to officer arrival.
2022,5,31,1 Spadina Crescent,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,5,31,Robarts Library - 130 St. George Street,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,5,31,Rosebrugh - 164 College Street,MOTOR VEHICLE COLLISION,A report of a motor vehicle collision. Minor damage reported.
2022,5,30,Wallberg - 184 College Street,TRESPASS TO PROPERTY ACT,A report of a known trespasser. Arrested by officers.
2022,5,30,Jackman Hall - 85 Charles Street West,SUSPICIOUS PERSON,A report of a suspicious person. Left when directed.
2022,5,30,OISE - 252 Bloor Street West,FIRE ALARM,A report of a fire alarm. All in order.
2022,5,30,OISE - 252 Bloor Street West,DRUG PARAPHERNALIA,A report of drug paraphernalia. Disposed of by officers.
2022,5,30,33 Willcocks Street,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,5,29,OISE - 252 Bloor Street West,MISCHIEF ,Damage to a sprinkler head.
2022,5,28,Wilson Hall - 40 Willcocks Street,UNWANTED PERSON,A report of a unwanted person. Indivdual left when directed.
2022,5,28,89 Chestnut Street,MISCHIEF ,A report of damage to a parking gate.
2022,5,28,30 Charles Street West,UNWANTED PERSON,A report of a unwanted person. Indivdual left when directed.
2022,5,28,60 St. George Street,NOISE COMPLAINT,A report of a noise complaint. Gone prior to officer arrival.
2022,5,28,Innis College Residence - 112 St. George Street,MEDICAL,A report of a medical. Transported to hospital by EMS.
2022,5,28,New College 3 - 45 Willcocks Street,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,5,28,Hart House - 7 Hart House Circle,TRESPASS TO PROPERTY ACT,A report of a non community member inside the building. Individual trespassed from the building.
2022,5,28,Myhal - 55 St. George Street,NOISE COMPLAINT,A report of a noise complaint. Left when directed.
2022,5,27,Jackman Humanities  - 170 St. George Street ,UNWANTED PERSON,A report of a unwanted person. Indivdual leaving the area upon officer arrival.
2022,5,27,New College 3 - 45 Willcocks Street,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,5,27,Woodsworth College - 119 St. George Street,DRUG PARAPHERNALIA,A report of drug paraphernalia. Disposed of by officers.
2022,5,27,Hart House - 7 Hart House Circle,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,5,27,New College 3 - 45 Willcocks Street,MISCHIEF ,A report of mischief to property.
2022,5,26,"105 ST. GEORGE STREET, TORONTO",THEFT,REPORT OF A LAPTOP THEFT.
2022,5,26,"25 HARBORD STREET, TORONTO",TRESPASS TO PROPERTY ACT,PERSON CAUTIONED FOR TRESPASSING.
2022,5,26,"252 BLOOR STREET WEST, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING; PARTIES LEFT WHEN DIRECTED BY OFFICERS.
2022,5,26,"40 ST. GEORGE STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON.  PARTY LEFT AREA WHEN DIRECTED BY OFFICERS.
2022,5,26,"172 ST. GEORGE STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON; LEFT PRIOR TO OFFICERS ARRIVAL.
2022,5,26,"100 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS ENGAGING IN PROHIBITED ACT; PARTIES LEFT WHEN DIRECTED.
2022,5,26,"144 COLLEGE STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON.
2022,5,26,"252 BLOOR STREET WEST, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING; PARTIES LEFT PRIOR TO OFFICERS ARRIVAL.
2022,5,26,"15 KING'S COLLEGE CIRCLE, TORONTO",ASSAULT,REPORT OF AN ASSAULT.
2022,5,26,"71 PRINCE ARTHUR AVENUE, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON; LEFT WHEN DIRECTED.
2022,5,26,"7 HART HOUSE CIRCLE, TORONTO",POLICE ASSISTANCE,OFFICERS PROVIDED ASSISTANCE TO A CYCLIST WHO FELL OFF THEIR BICYCLE.  PARAMEDICS TRANSPORTED TO HOSPITAL.
2022,5,25,"170 ST. GEORGE STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON.  LEFT AREA PRIOR TO OFFICERS ARRIVAL.
2022,5,25,"85 ST. GEORGE STREET, TORONTO",SUSPICIOUS INCIDENT,REPORT OF A SUSPICIOUS INCIDENT.
2022,5,25,"20 TOWER ROAD, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON ACTING STRANGE.
2022,5,25,"170 ST. GEORGE STREET, TORONTO",MISCHIEF,REPORT OF MISCHIEF TO EXTERIOR DOOR (BROKEN WINDOW PANE).
2022,5,25,"321 BLOOR STREET WEST, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING; PARTIES LEFT PRIOR TO OFFICERS ARRIVAL.
2022,5,25,"7 HART HOUSE CIRCLE, TORONTO",FRAUD,REPORT OF FRAUD.
2022,5,25,"85 ST. GEORGE STREET, TORONTO",FRAUD,REPORT OF FRAUD THROUGH SOCIAL MEDIA APP.
2022,5,25,"71 PRINCE ARTHUR AVENUE, TORONTO",ASSAULT,PERSONS WAS ASSAULTED BY A NON-COMMUNITY MEMBER.
2022,5,25,"7 HART HOUSE CIRCLE, TORONTO",ASSAULT,NON-COMMUNITY MEMBER ARRESTED FOR ASSAULT.
2022,5,24,"256 MCCAUL STREET, TORONTO",EMERGENCY PHONE,EMERGENCY PHONE ACTIVATED; NO PERSONS IN DISTRESS.
2022,5,24,"107 ST. GEORGE STREET, TORONTO",FIRE ALARM,OFFICERS RESPONDED TO A FIRE ALARM; CAUSE BY PERSONS SMOKING IN STAIRWELL (NO SUSPECTS).
2022,5,24,"QUEEN'S PARK &amp; COLLEGE STREET, TORONTO",ASSIST OTHER AGENCY,"REPORT OF A SUSPECT RESPONSIBLE FOR A THEFT, POSSIBLY ON UofT PROPERTY; TTC SPECIAL CONSTABLES."
2022,5,24,"60 SUSSEX AVENUE, TORONOT",ANIMAL COMPLAINT,CAMPUS SAFETY RECEIVED AN ANIMAL COMPLAINT.
2022,5,24,"30 CHARLES STREET WEST, TORONTO",THEFT,REPORT OF A PARCEL THEFT.
2022,5,24,"40 ST. GEORGE STREET, TORONTO",INSECURE PREMISES,OFFICERS LOCATED AN INSECURE PREMISES; ALL IN ORDER.
2022,5,24,"40 ST. GEORGE STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON; LEFT WITHOUT INCIDENT.
2022,5,24,"25 KING'S COLLEGE CIRCLE, TORONTO",SUSPICIOUS INCIDENT,REPORT OF A SUSPICIOUS E-MAIL.
2022,5,23,"45 WILLCOCKS STREET, TORONTO",BYLAW,REPORT OF PARTY SMOKING INSIDE THE BUILDING; UNFOUNDED.
2022,5,23,"35 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,PERSONS REPORTED TRESPASSING.  PARTIES LEFT PRIOR TO OFFICERS ARRIVAL.
2022,5,22,"35 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS ENGAGING IN PROHIBITED ACT; LEFT PRIOR TO OFFICERS ARRIVAL.
2022,5,22,"31 KING'S COLLEGE CIRCLE, TORONTO",POLICE ASSISTANCE,REPORT OF A PERSON IN NEED OF ASSISTANCE.  TORONTO PARAMEDICS TRANSPORTED TO HOSPITAL.
2022,5,22,"91 CHARLES STREET WEST, TORONTO",POLICE INFORMATION,REPORT OF A TRESPASSER RETURNING SEVERAL TIMES.
2022,5,22,"91 CHARLES STREET WEST, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON ACTING BELIGERENT.  PARTY LEFT AREA WITHOUT INCIDENT.
2022,5,22,"1 SPADINA CRESCENT, TORONTO",WELL-BEING CHECK,REQUEST FOR A WELL-BEING CHECK; PARTY WAS ABLE TO CARE FOR THEMSELVES.
2022,5,21,"50 ST. JOSEPH STREET, TORONTO",SUSPICIOUS CIRCUMSTANCES,REPORT OF A PERSON ON A MOTOR VEHICLE; ALL IN ORDER.
2022,5,21,"10 KING'S COLLEGE ROAD, TORONTO",911 HANG UP,REPORT OF A 911 HANG UP CALL; ASSISTED TORONTO POLICE.
2022,5,21,"55 ST. GEORGE STREET, TORONTO",INSECURE PREMISES,REPORT OF AN INSECURE PREMISES.
2022,5,21,"4 DEVONSHIRE PLACE, TORONTO",WELL-BEING CHECK,CONCERNED PERSON REQUESTING A WELL-BEING CHECK.  ALL IN ORDER
2022,5,21,"15 KING'S COLLEGE CIRCLE, TORONTO",INSECURE PREMISES,PERSONS FOUND IN INSECURE PREMISES.  PARTIES ESCORTED OFF PROPERTY.
2022,5,21,"55 ST. GEORGE STREET, TORONTO",INSECURE PREMISES,OFFICER LOCATED AN INSECURE PREMISES.  
2022,5,20,"HURON STREET &amp; GLEN MORRIS STREET, TORONTO",LIQUOR LICENCE ACT,REPORT OF AN INTOXICATED PERSON.
2022,5,20,"172 ST. GEORGE STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON.
2022,5,20,"246 BLOOR STREET WEST, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF A PERSON TRESPASSING; PARTY LEFT WHEN DIRECTED.
2022,5,20,"55 HARBORD STREET, TORONTO",THEFT,REPORT OF A BICYCLE THEFT.
2022,5,20,"170 ST. GEORGE STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON; PARTY LEFT UPON OFFICERS ARRIVAL.
2022,5,20,"107 ST. GEORGE STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON; PARTY LEFT PRIOR TO OFFICERS ARRIVAL.
2022,5,20,"85 ST. GEORGE STREET, TORONTO",POLICE ASSISTANCE,PERSON PROVIDED ASSISTANCE.
2022,5,20,"55 HARBORD STREET, TORONTO",THEFT,REPORT OF A THEFT OF SCOOTER WHICH WAS RECOVERED.
2022,5,20,"172 ST. GEORGE STREET, TORONTO",WELL-BEING CHECK,A PERSON REQUESTED A WELL-BEING CHECK; PERSON ABLE TO CARE FOR THEMSELVES AND LEFT AREA.
2022,5,19,"55 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF A PERSON TRESPASSING.  PARTY LEFT WHEN DIRECTED.
2022,5,19,"725 SPADINA AVENUE, TORONTO",WELL-BEING CHECK,OFFICERS CHECKED ON A PARTY; ABLE TO CARE FOR THEMSELVES AND LEFT THE AREA WITHOUT INCIDENT.
2022,5,19,"85 ST. GEORGE STREET, TORONTO",POLICE ASSISTANCE,PERSON REQUESTING CAMPUS SAFETY HELP.  NO SAFETY CONCERNS
2022,5,19,"55 HARBORD STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON ACTING ERRATIC; PARTY WAS GONE UPON OFFICERS ARRIVAL.
2022,5,19,"40 ST. GEORGE STREET, TORONTO",SUSPICIOUS PACKAGE,REPORT OF A SUSPICIOUS PACKAGE; ALL IN ORDER.
2022,5,19,"172 ST. GEORGE STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON; LEFT AREA PRIOR TO OFFICERS ARRIVAL.
2022,5,19,"30 CHARLES STREET WEST, TORONTO",DISPUTE,REPORT OF A DISPUTE; NO THREATS AND NO SAFETY CONCERNS.
2022,5,18,"100 ST. GEORGE STREET, TORONTO",THEFT,REPORT OF A BICYCLE THEFT.
2022,5,18,"35 CHARLES STREET WEST, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON; PARTY LEFT AREA AND ALL IN ORDER.
2022,5,18,"172 ST. GEORGE STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON; PARTY LEFT PRIOR TO OFFICERS ARRIVAL.
2022,5,18,"78 QUEEN'S PARK, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON ACTING ERRATIC.
2022,5,17,"130 ST. GEORGE STREET, TORONTO",WELL-BEING CHECK,PERSON REQUESTING ASSISTANCE; EMS PROVIDED MEDICAL AID.
2022,5,17,"35 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PARTIES LEFT WHEN DIRECTED BY OFFICERS
2022,5,17,"40 ST. GEORGE STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSONS; LEFT AREA WITHOUT INCIDENT.
2022,5,17,"246 BLOOR STREET WEST, TORONTO",TRESPASS TO PROPERTY ACT,PARTIES INVESTIGATED FOR TRESPASSING AND CAUTIONED.
2022,5,17,"40 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSON ENGAGING IN PROHIBITED ACT.  PARTIES LEFT PRIOR TO OFFICERS ARRIVAL.
2022,5,17,COLLEGE AND ST. GEORGE INTERSECTION - OFF CAMPUS,MOTOR VEHICLE COLLISION,REPORT OF A MOTOR VEHICLE COLLISION.
2022,5,17,"213 HURON STREET, TORONTO",UNWANTED PERSON,REPORT OF UNWANTED PERSONS; LEFT WHEN DIRECTED.
2022,5,17,"50 SUSSEX AVENUE, TORONTO",MISCHIEF,REPORT OF MISCHIEF (GRAFFITI).
2022,5,16,"125 ST. GEORGE STREET, TORONTO",WELL-BEING CHECK,OFFICERS PERFORMED A WELL-BEING CHECK; PARTY WAS ABLE TO CARE FOR THEMSELVES.
2022,5,16,"229 COLLEGE STREET, TORONTO",NOISE COMPLAINT,A PERSON REPORTED A NOISE COMPLIANT.  PARTIES LEFT WHEN DIRECTED.
2022,5,16,"55 HARBORD STREET, TORONTO",SUSPICIOUS INCIDENT,REPORT OF A SUSPICIOUS INCIDENT.  
2022,5,16,"30 CHARLES STREET WEST, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON.  PARTY LEAVING PROPERTY UPON OFFICERS ARRIVAL.
2022,5,16,"7 HART HOUSE CIRCLE, TORONTO",THEFT,REPORT OF A FOOD THEFT.
2022,5,16,"213 HURON STREET, TORONTO",WELL-BEING CHECK,CONCERNED PERSON REPORTED A WELL-BEING CHECK.  PARTY REFUSED ASSISTANCE AND WAS ABLE TO CARE FOR THEMSELVES.
2022,5,15,"33 WILLCOCKS STREET, TORONTO",INSECURE PREMISES,REPORT OF AN INSECURE PREMISES AND INVESTIGATED BY OFFICERS.  ALL IN ORDER.
2022,5,15,"30 CHARLES STREET WEST, TORONTO",POLICE INFORMATION,A PERSON REPORTED AN AGGRESSIVE BEHAVIOUR.  
2022,5,15,"170 ST. GEORGE STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON.  PARTY LEFT PRIOR TO OFFICERS ARRIVAL.
2022,5,15,"60 SUSSEX AVENUE, TORONTO",TRESPASS TO PROPERTY ACT,PERSONS EDUCATED ABOUT TRESPASS TO PROPERTY ACT REGARDING NO DOGS ALLOWED SIGNAGE.
2022,5,14,"55 HARBORD STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON.  PARTY LEFT WHEN DIRECTED.
2022,5,14,"1 DEVONSHIRE PLACE, TORONTO",SUSPICIOUS PERSON,"REPORT OF A SUSPICIOUS PERSON, WHOME LEFT THE AREA AFTER SPEAKING WITH OFFICERS."
2022,5,14,"711 SPADINA AVENUE, TORONTO",NOISE COMPLAINT,A PERSONS REPORTED A NOISE COMPLAINT.  
2022,5,14,"89 CHESTNUT STREET, TORONTO",POLICE INFORMATION,REPORT OF PERSONS DAMAGING PROPERTY.  OFFICERS INVESTIGATED AND DETERMINED NOT TO BE CRIMINAL IN NATURE.
